"DOI";"PublicationYear";"Venue";"Abstract";"WhichSearch";"Title";"CatLevel";"CatObjSubj";"CatFidelity";"HasBaseline";"HasPlacebo";"CS_HasAttentionCheck";"CS_HasDataQuality";"IsReproducible";"IsPreRegistered";"HasQuestionnaireValidation";"HasPreTesting";"HasLimitations";"SubsamplingGroup";"ParticipantCount";"ParticipantType";"NautaClassification"
"10.1145/3397481.3450639";2021;"IUI '21: Proceedings of the 26th International Conference on Intelligent User Interfaces";"EXplainable Artificial Intelligence (XAI) approaches are used to bring transparency to machine learning and artificial intelligence models, and hence, improve the decision-making process for their end-users. While these methods aim to improve human understanding and their mental models, cognitive biases can still influence a user’s mental model and decision-making in ways that system designers do not anticipate. This paper presents research on cognitive biases due to ordering effects in intelligent systems. We conducted a controlled user study to understand how the order of observing system weaknesses and strengths can affect the user’s mental model, task performance, and reliance on the intelligent system, and we investigate the role of explanations in addressing this bias. Using an explainable video activity recognition tool in the cooking domain, we asked participants to verify whether a set of kitchen policies are being followed, with each policy focusing on a weakness or a strength. We controlled the order of the policies and the presence of explanations to test our hypotheses. Our main finding shows that those who observed system strengths early-on were more prone to automation bias and made significantly more errors due to positive first impressions of the system, while they built a more accurate mental model of the system competencies. On the other hand, those who encountered weaknesses earlier made significantly fewer errors since they tended to rely more on themselves, while they also underestimated model competencies due to having a more negative first impression of the model. Our work presents strong findings that aim to make intelligent system designers aware of such biases when designing such tools.";"direct";"Anchoring Bias Affects Mental Model Formation and User Reliance in Explainable AI Systems";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"116";"students (NA)";"SS"
"10.1007/s10462-005-4609-5";2005;"Artificial Intelligence Review";"Most users of machine-learning products are reluctant to use them without any sense of the underlying logic that has led to the system’s predictions. Unfortunately many of these systems lack any transparency in the way they operate and are deemed to be black boxes. In this paper we present a Case-Based Reasoning (CBR) solution to providing supporting explanations of black-box systems. This CBR solution has two key facets; it uses local information to assess the importance of each feature and using this, it selects the cases from the data used to build the black-box system for use in explanation. The retrieval mechanism takes advantage of the derived feature importance information to help select cases that are a better reflection of the black-box solution and thus more convincing explanations.";"indirect";"A Case-Based Explanation System for Black-Box Systems";"Understanding";"Subjective";"No";FALSE;FALSE;NA;NA;FALSE;FALSE;NA;FALSE;FALSE;"up to 2020";"NA";"not stated (NA)";"SS"
"10.1007/s10844-008-0069-0";2008;"Journal of Intelligent Information Systems";"Traditional explanation strategies in machine learning have been dominated by rule and decision tree based approaches. Case-based explanations represent an alternative approach which has inherent advantages in terms of transparency and user acceptability. Case-based explanations are based on a strategy of presenting similar past examples in support of and as justification for recommendations made. The traditional approach to such explanations, of simply supplying the nearest neighbour as an explanation, has been found to have shortcomings. Cases should be selected based on their utility in forming useful explanations. However, the relevance of the explanation case may not be clear to the end user as it is retrieved using domain knowledge which they themselves may not have. In this paper the focus is on a knowledge-light approach to case-based explanations that works by selecting cases based on explanation utility and offering insights into the effects of feature-value differences. In this paper we examine to two such a knowledge-light frameworks for case-based explanation. We look at explanation oriented retrieval (EOR) a strategy which explicitly models explanation utility and also at the knowledge-light explanation framework (KLEF) that uses local logistic regression to support case-based explanation.";"indirect";"Gaining insight through case-based explanation";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";"not stated (NA)";"FS,SS,SC"
"10.1016/j.artint.2021.103455";2021;"Artificial Intelligence";"Counterfactual explanations, which deal with “why not?” scenarios, can provide insightful explanations to an AI agent's behavior [Miller [38]]. In this work, we focus on generating counterfactual explanations for deep reinforcement learning (RL) agents which operate in visual input environments like Atari. We introduce counterfactual state explanations, a novel example-based approach to counterfactual explanations based on generative deep learning. Specifically, a counterfactual state illustrates what minimal change is needed to an Atari game image such that the agent chooses a different action. We also evaluate the effectiveness of counterfactual states on human participants who are not machine learning experts. Our first user study investigates if humans can discern if the counterfactual state explanations are produced by the actual game or produced by a generative deep learning approach. Our second user study investigates if counterfactual state explanations can help non-expert participants identify a flawed agent; we compare against a baseline approach based on a nearest neighbor explanation which uses images from the actual game. Our results indicate that counterfactual state explanations have sufficient fidelity to the actual game images to enable non-experts to more effectively identify a flawed RL agent compared to the nearest neighbor baseline and to having no explanation at all.";"direct";"Counterfactual state explanations for reinforcement learning agents via generative deep learning";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"30";"students (NA),other (local community)";"SC,SS"
"10.1145/3490099.3511140";2022;"IUI '22: Proceedings of the 27th International Conference on Intelligent User Interfaces";"In the scope of explainable artificial intelligence, explanation techniques are heavily studied to increase trust in recommender systems. However, studies on explaining recommendations typically target adults in e-commerce or media contexts; e-learning has received less research attention. To address these limits, we investigated how explanations affect adolescents' initial trust in an e-learning platform that recommends mathematics exercises with collaborative filtering. In a randomized controlled experiment with 37 adolescents, we compared real explanations with placebo and no explanations. Our results show that real explanations significantly increased initial trust when trust was measured as a multidimensional construct of competence, benevolence, integrity, intention to return, and perceived transparency. Yet, this result did not hold when trust was measured one-dimensionally. Furthermore, not all adolescents attached equal importance to explanations and trust scores were high overall. These findings underline the need to tailor explanations and suggest that dynamically learned factors may be more important than explanations for building initial trust. To conclude, we thus reflect upon the need for explanations and recommendations in e-learning in low-stakes and high-stakes situations.";"direct";"Explaining Recommendations in E-Learning: Effects on Adolescents' Trust";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"37";"domain experts (students),domain experts (teachers),other (snowball sampling)";"SC,SS"
NA;2013;"UAI '13 29th Conference on Uncertainty in Artificial Intelligence";"We evaluate four computational models of explanation in Bayesian networks by comparing model predictions to human judgments. In two experiments, we present human participants with causal structures for which the models make divergent predictions and either solicit the best explanation for an observed event (Experiment 1) or have participants rate provided explanations for an observed event (Experiment 2). Across two versions of two causal structures and across both experiments, we find that the Causal Explanation Tree and Most Relevant Explanation models provide better fits to human data than either Most Probable Explanation or Explanation Tree models. We identify strengths and shortcomings of these models and what they can reveal about human explanation. We conclude by suggesting the value of pursuing computational and psychological investigations of explanation in parallel.";"indirect";"Evaluating computational models of explanation using human judgments";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"245";"crowdsourcing (AMT)";"SS,SC"
NA;2024;"ICML '24: Proceedings of the 41st International Conference on Machine Learning (PMLR)";"Despite the impressive performance of deep learning models across diverse tasks, their complexity poses challenges for interpretation. This challenge is particularly evident for audio signals, where conveying interpretations becomes inherently difficult. To address this issue, we introduce Listenable Maps for Audio Classifiers (L-MAC), a posthoc interpretation method that generates faithful and listenable interpretations. L-MAC utilizes a decoder on top of a pretrained classifier to generate binary masks that highlight relevant portions of the input audio. We train the decoder with a loss function that maximizes the confidence of the classifier decision on the masked-in portion of the audio while minimizing the probability of model output for the masked-out portion. Quantitative evaluations on both in-domain and out-of-domain data demonstrate that L-MAC consistently produces more faithful interpretations than several gradient and masking-based methodologies. Furthermore, a user study confirms that, on average, users prefer the interpretations generated by the proposed technique.";"top 4";"Listenable Maps for Audio Classifiers";"Understanding and Desiderata";"Subjective";"Low";FALSE;FALSE;NA;NA;FALSE;FALSE;NA;FALSE;FALSE;"top 4";"15";"not stated (NA)";"SS,SC"
NA;2020;"NIPS '20: Proceedings of the 34th International Conference on Neural Information Processing Systems";"Resource scheduling and coordination is an NP-hard optimization requiring an efficient allocation of agents to a set of tasks with upper- and lower bound temporal and resource constraints. Due to the large-scale and dynamic nature of resource coordination in hospitals and factories, human domain experts manually plan and adjust schedules on the fly. To perform this job, domain experts leverage heterogeneous strategies and rules-of-thumb honed over years of apprenticeship. What is critically needed is the ability to extract this domain knowledge in a heterogeneous and interpretable apprenticeship learning framework to scale beyond the power of a single human expert, a necessity in safety-critical domains. We propose a personalized and interpretable apprenticeship scheduling algorithm that infers an interpretable representation of all human task demonstrators by extracting decision-making criteria via an inferred, personalized embedding non-parametric in the number of demonstrator types. We achieve near-perfect LfD accuracy in synthetic domains and 88.22% accuracy on a planning domain with real-world data, outperforming baselines. Finally, our user study showed our methodology produces more interpretable and easier-to-use models than neural networks (p < 0.05).";"indirect";"Interpretable and personalized apprenticeship scheduling: learning interpretable scheduling policies from heterogeneous user demonstrations";"Desiderata";"Objective and Subjective";"Med";FALSE;FALSE;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;"top 4";"20";"students (NA)";"FS,SS,SC"
NA;2021;"NIPS '21: Proceedings of the 35th International Conference on Neural Information Processing Systems";"Recent advances in machine learning have led to growing interest in Explainable AI (xAI) to enable humans to gain insight into the decision-making of machine learning models. Despite this recent interest, the utility of xAI techniques has not yet been characterized in human-machine teaming. Importantly, xAI offers the promise of enhancing team situational awareness (SA) and shared mental model development, which are the key characteristics of effective human-machine teams. Rapidly developing such mental models is especially critical in ad hoc human-machine teaming, where agents do not have a priori knowledge of others' decision-making strategies. In this paper, we present two novel human-subject experiments quantifying the benefits of deploying xAI techniques within a human-machine teaming scenario. First, we show that xAI techniques can support SA ($p<0.05)$. Second, we examine how different SA levels induced via a collaborative AI policy abstraction affect ad hoc human-machine teaming performance. Importantly, we find that the benefits of xAI are not universal, as there is a strong dependence on the composition of the human-machine team. Novices benefit from xAI providing increased SA ($p<0.05$) but are susceptible to cognitive overhead ($p<0.05$). On the other hand, expert performance degrades with the addition of xAI-based support ($p<0.05$), indicating that the cost of paying attention to the xAI outweighs the benefits obtained from being provided additional information to enhance SA. Our results demonstrate that researchers must deliberately design and deploy the right xAI techniques in the right scenario by carefully considering human-machine team composition and how the xAI method augments SA.";"direct";"The Utility of Explainable AI in Ad Hoc Human-Machine Teaming";"Desiderata";"Objective and Subjective";"High";TRUE;FALSE;NA;NA;FALSE;FALSE;NA;FALSE;TRUE;"top 4 , 2021 and after";"48,30";"not stated (NA),domain experts (Minecraft players)";"SC"
"10.1145/3491102.3502104";2022;"CHI '22: Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems";"The field of eXplainable Artificial Intelligence (XAI) focuses on providing explanations for AI systems’ decisions. XAI applications to AI-based Clinical Decision Support Systems (DSS) should increase trust in the DSS by allowing clinicians to investigate the reasons behind its suggestions. In this paper, we present the results of a user study on the impact of advice from a clinical DSS on healthcare providers’ judgment in two different cases: the case where the clinical DSS explains its suggestion and the case it does not. We examined the weight of advice, the behavioral intention to use the system, and the perceptions with quantitative and qualitative measures. Our results indicate a more significant impact of advice when an explanation for the DSS decision is provided. Additionally, through the open-ended questions, we provide some insights on how to improve the explanations in the diagnosis forecasts for healthcare assistants, nurses, and doctors.";"direct";"Understanding the impact of explanations on advice-taking: a user study for AI-based clinical Decision Support Systems";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"31";"crowdsourcing (Prolific - healthcare)";"FS,SS"
"10.1145/3587271";2023;"ACM Transactions on Interactive Intelligent Systems";"eXplainable AI (XAI) involves two intertwined but separate challenges: the development of techniques to extract explanations from black-box AI models and the way such explanations are presented to users, i.e., the explanation user interface. Despite its importance, the second aspect has received limited attention so far in the literature. Effective AI explanation interfaces are fundamental for allowing human decision-makers to take advantage and oversee high-risk AI systems effectively. Following an iterative design approach, we present the first cycle of prototyping-testing-redesigning of an explainable AI technique and its explanation user interface for clinical Decision Support Systems (DSS). We first present an XAI technique that meets the technical requirements of the healthcare domain: sequential, ontology-linked patient data, and multi-label classification tasks. We demonstrate its applicability to explain a clinical DSS, and we design a first prototype of an explanation user interface. Next, we test such a prototype with healthcare providers and collect their feedback with a two-fold outcome: First, we obtain evidence that explanations increase users’ trust in the XAI system, and second, we obtain useful insights on the perceived deficiencies of their interaction with the system, so we can re-design a better, more human-centered explanation interface.";"direct";"Co-design of Human-centered, Explainable AI for Clinical Decision Support";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"45";"domain experts (medical)";"SS"
NA;2019;"International Joint Conference on Artificial Intelligence (IJCAI) Workshop on Explainable Artificial Intelligence (XAI) ";"Machine learning systems have become popular in fields such as marketing, financing, or data mining. While they are highly accurate, complex machine learning systems pose challenges for engineers and users. Their inherent complexity makes it impossible to easily judge their fairness and the correctness of statistically learned relations between variables and classes. Explainable AI aims to solve this challenge by modelling explanations alongside with the classifiers, potentially improving user trust and acceptance. However, users should not be fooled by persuasive, yet untruthful explanations. We therefore conduct a user study in which we investigate the effects of model accuracy and explanation fidelity, i.e. how truthfully the explanation represents the underlying model, on user trust. Our findings show that accuracy is more important for user trust than explainability. Adding an explanation for a classification result can potentially harm trust, e.g. when adding nonsensical explanations. We also found that users cannot be tricked by high-fidelity explanations into having trust for a bad classifier. Furthermore, we found a mismatch between observed (implicit) and self-reported (explicit) trust.";"indirect";"How model accuracy and explanation fidelity influence user trust";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"327";"crowdsourcing (Prolific),crowdsourcing (SurveyCircle)";"FS,SS,SC"
"10.3390/app13031805";2023;"Applied Sciences";"Deep neural network models have produced significant results in solving various challenging tasks, including medical diagnostics. To increase the credibility of these black-box models in the eyes of doctors, it is necessary to focus on their explainability. Several papers have been published combining deep learning methods with selected types of explainability methods, usually aimed at analyzing medical image data, including ECG images. The ECG is specific because its image representation is only a secondary visualization of stream data from sensors. However, explainability methods for stream data are rarely investigated. Therefore, in this article we focus on the explainability of black-box models for stream data from 12-lead ECG. We designed and implemented a perturbation explainability method and verified it in a user study on a group of medical students with experience in ECG tagging in their final years of study. The results demonstrate the suitability of the proposed method, as well as the importance of including multiple data sources in the diagnostic process.";"direct";"Perturbation-Based Explainable AI for ECG Sensor Data";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"students (NA)";"SS"
"10.1145/3359204";2019;"Proceedings of the ACM on Human-Computer Interaction";"With computational algorithms making an increasing number of deeply consequential, and often problematic judgments on our behalf, there is a growing interest in slowing down technology to encourage users to reflect on judgments made by algorithms. Prior work in slow technology has established slowness as an agent of reflection and serendipity; however, it has been unclear whether this waiting time actually helps users gain useful insight or any other benefits as they make judgments using an algorithm. To this end, we conducted a series of online and in-person between-subject user studies in which we isolate the impact of an algorithm's speed on how users incorporate the algorithm's advice when making judgments in the context of simple visual recognition tasks. We find that our participants followed good quality algorithms more and bad quality algorithms somewhat less if the response time of the algorithm is slower. Furthermore, qualitative analysis of the in-person study interviews reveals that the waiting was not time wasted, but was often used to reflect on the task and the estimation process of themselves and the algorithm, and to compare and reevaluate the two processes. Based on these findings, we outline design implications of future algorithmic systems.";"indirect";"A Slow Algorithm Improves Users' Assessments of the Algorithm's Accuracy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200,32";"students (NA),researchers (NA),administrative staff (NA),crowdsourcing (AMT)";"FS,SS"
NA;2021;"NIPS '21: Proceedings of the 35th International Conference on Neural Information Processing Systems";"Unpredictable ML model behavior on unseen data, especially in the health domain, raises serious concerns about its safety as repercussions for mistakes can be fatal. In this paper, we explore the feasibility of using state-of-the-art out-of-distribution detectors for reliable and trustworthy diagnostic predictions. We select publicly available deep learning models relating to various health conditions (e.g., skin cancer, lung sound, and Parkinson's disease) using various input data types (e.g., image, audio, and motion data). We demonstrate that these models show unreasonable predictions on out-of-distribution datasets. We show that Mahalanobis distance- and Gram matrices-based out-of-distribution detection methods are able to detect out-of-distribution data with high accuracy for the health models that operate on different modalities. We then translate the out-of-distribution score into a human interpretable CONFIDENCE SCORE to investigate its effect on the users' interaction with health ML applications. Our user study shows that the CONFIDENCE SCORE helped the participants only trust the results with a high score to make a medical decision and disregard results with a low score. Through this work, we demonstrate that dataset shift is a critical piece of information for high-stake ML applications, such as medical diagnosis and healthcare, to provide reliable and trustworthy predictions to the users.";"top 4";"Reliable and trustworthy machine learning for health using dataset shift detection";"Desiderata";"Subjective";"Med";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;TRUE;"top 4";"192";"crowdsourcing (AMT)";"SS"
NA;2022;"NIPS '22: Proceedings of the 36th International Conference on Neural Information Processing Systems";"We focus on the task of creating a reinforcement learning agent that is inherently explainable—with the ability to produce immediate local explanations by thinking out loud while performing a task and analyzing entire trajectories post-hoc to produce temporally extended explanations. This Hierarchically Explainable Reinforcement Learning agent (HEX-RL), 1 operates in Interactive Fictions, textbased game environments in which an agent perceives and acts upon the world using textual natural language. These games are usually structured as puzzles or quests with long-term dependencies in which an agent must complete a sequence of actions to succeed—providing ideal environments in which to test an agent’s ability to explain its actions. Our agent is designed to treat explainability as a first-class citizen, using an extracted symbolic knowledge graph-based (KG) state representation coupled with a Hierarchical Graph Attention mechanism that points to the facts in the internal graph representation that most influenced the choice of actions. Experiments show that this agent provides significantly improved explanations over strong baselines, as rated by human participants generally unfamiliar with the environment, while also matching state-of-the-art task performance.";"indirect";"Inherently explainable reinforcement learning in natural language";"Understanding";"Subjective";"Low";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"top 4";"40";"crowdsourcing (platform not stated)";"SS"
"10.1145/3172944.3172946";2018;"IUI '18: Proceedings of the 23rd International Conference on Intelligent User Interfaces";"Assessing and understanding intelligent agents is a difficult task for users that lack an AI background. A relatively new area, called Explainable AI, is emerging to help address this problem, but little is known about how users would forage through information an explanation system might offer. To inform the development of Explainable AI systems, we conducted a formative study -- using the lens of Information Foraging Theory -- into how experienced users foraged in the domain of StarCraft to assess an agent. Our results showed that participants faced difficult foraging problems. These foraging problems caused participants to entirely miss events that were important to them, reluctantly choose to ignore actions they did not want to ignore, and bear high cognitive, navigation, and information costs to access the information they needed.";"direct";"Toward Foraging for Understanding of StarCraft Agents";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"domain experts (StarCraft players)";"SS"
NA;2020;"Proceedings of the 28th European Conference on Information Systems (ECIS)";"Artificial intelligence (AI) is becoming increasingly popular and intelligent systems are deployed for various use cases. However, as these systems typically rely on complex machine learning methods, they effectively exemplify black boxes. Thus, consumers are usually not informed about inner workings of these systems, e.g., data sources or feature importance. Public and private institutions have already called for fairness and transparency standards regarding intelligent systems. Although researchers develop mechanisms to ensure transparency of intelligent systems, it remains an open question how consumers perceive such transparency features. Consequently, our study examines to what extent consumers are willing to pay for these features, and what the underlying mechanisms of the purchase decision are. To answer these questions, we conduct an experiment and a subsequent survey in the context of credit scoring. We show that consumers exhibit significant willingness to pay for transparency. Furthermore, we observe that increased trust in the intelligent system caused by enhanced perceived transparency is the main driver for positive evaluation of transparency features. Our findings inform practitioners about the relevance of “fair AI” and manifest the importance of transparency research regarding intelligent systems in social sciences.";"indirect";"Opening the Black Box: Consumer's Willingness to Pay for Transparency of Intelligent Systems";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60,223";"students (NA),other (market research institute)";"SS"
"10.1007/s00521-023-08696-6";2023;"Neural Computing and Applications";"As deep reinforcement learning (RL)’s capabilities surpass traditional reinforcement learning, the community is working to make these black boxes less opaque. Explanations about algorithms’ choices and strategies serve this purpose. However, information about RL algorithms’ operations is not easily accessible. Our research aimed to extract such information, use it to build explanations, and test those explanations with users. For our user study, eight RL agents were trained using OpenAI baselines. Then, the HIGHLIGHTS-VIS algorithm was created by altering previous HIGHLIGHTS algorithms to collect data about the agents’ interactions with the environment. The data were used to create explanations that were compared to previous works’ video-based summaries in a user study. The between-subjects user study had participants answer questions about different agents. Participants were measured using both self-reported trust and performance on downstream tasks. Downstream tasks are tasks that a participant is more likely to do correctly with the information contained in the explanation. Collecting data about both trust and the utility of explanations allowed comparison and analysis of the explanations’ effectiveness. Results showed that the alternative explanations built from the collected data led to more correct answers about the agents and their strategies. Additionally, explanations’ utility depended on the context. Finally, users’ reported trust in an explanation did not directly correlate to performance. These results suggest trust and effectiveness may need to be measured and calibrated separately in future examinations of explanations.";"direct";"Comparing explanations in RL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"258";"crowdsourcing (Prolific)";"FS,SS,SC"
NA;2020;"NIPS'20: Proceedings of the 34th International Conference on Neural Information Processing Systems";"Most of the work on interpretable machine learning has focused on designing either inherently interpretable models, which typically trade-off accuracy for in-terpretability, or post-hoc explanation systems, whose explanation quality can be unpredictable. Our method, EXPO, is a hybridization of these approaches that regularizes a model for explanation quality at training time. Importantly, these regularizers are differentiable, model agnostic, and require no domain knowledge to define. We demonstrate that post-hoc explanations for EXPO-regularized models have better explanation quality, as measured by the common fidelity and stability metrics. We verify that improving these metrics leads to significantly more useful explanations with a user study on a realistic task.";"direct";"Regularizing Black-box Models for Improved Interpretability";"Understanding";"Objective and Subjective";"No";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;FALSE;FALSE;"top 4";"60";"crowdsourcing (AMT)";"SC,SS"
"10.1109/ICHMS49158.2020.9209581";2020;"2020 IEEE International Conference on Human-Machine Systems (ICHMS)";"Consider a digital library of fiction books. A user has a certain book in mind and is searching for books which are similar in writing style, sentiment and general content. Classic retrieval techniques applied in such scenarios lack the support to explain why a set of top-K items are relevant to the query. Explainable AI (XAI) is attempting to explain the working mechanism of complex models like retrieval systems, helping humans to trust systems as companions. XAI research suggests two prominent directions: either develop add-on methods to peek inside complex models or design simple and explainable models. We adopt the latter and present a simple and explainable model for fiction books called SIMFIC (similarity in fiction). We partition books into smaller portions called chunks and extract features aligned with human cognition like writing style, sentence complexity and sentiment per chunk. In a query by example setting, a relevance ranked list of books is created based on similarities between chunks. A novel reward-penalty scheme is used while accumulating the similarities to ensure a fair comparison between short and long books. We perform feature selection using global feature vectors and pose them as plausible explanations, arguing them as global key factors differentiating between relevant and non-relevant books. SIMFIC is compared with a benchmark retrieval model and evaluated by domain experts in a study. Majority of the users found SIMFIC to provide more helpful results with respect to writing style, sentiment and general content, compared to the baseline. The results are statistically significant.";"indirect";"SIMFIC: An Explainable Book Search Companion";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"domain experts (students),domain experts (professors)";"SS,SC"
"10.1145/3404835.3462799";2021;"SIGIR '21: Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval";"Explainable AI (XAI) is currently a vibrant research topic. However, the absence of ground truth explanations makes it difficult to evaluate XAI systems such as Explainable Search. We present an Explainable Search system with a focus on evaluating the XAI aspect of Trustworthiness along with the retrieval performance. We present SIMFIC 2.0 (Similarity in Fiction), an enhanced version of a recent explainable search system. The system retrieves books similar to a selected book in a query-by-example setting. The motivation is to explain the notion of similarity in fiction books. We extract hand-crafted interpretable features for fiction books and provide global explanations by fitting a linear regression and local explanations based on similarity measures. The Trustworthiness facet is evaluated using user studies, while the ranking performance is compared by analysis of user clicks. Eye tracking is used to investigate user attention to the explanation elements when interacting with the interface. Initial experiments show statistically significant results on the Trustworthiness of the system, paving way for interesting research directions that are being investigated.";"direct";"Towards Trustworthiness in the Context of Explainable Search";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"24";"not stated (NA)";"SS"
"10.1145/3511808.3557187";2022;"CIKM '22: Proceedings of the 31st ACM International Conference on Information & Knowledge Management";"We present X-Vision, an explainable AI (XAI) driven image retrieval system based on a re-ranking approach to support non-expert users. We generate textual explanations such as, ''This image is similar to query image in color by Y%, shape by Z%'' along with visual explanations that compare image features. Besides the XAI goal of making AI systems transparent, we address the semantic gap between user's perception and model ranking, which arises in content based image retrieval (CBIR). We attempt to explain the notion of similarity in images in a query-by-example scenario, starting with relatively simple features such as color, texture, objects, background-foreground segments, moving to semantic representations learned from hidden layers of deep networks. The base retrieval model compares the query vector with other image feature vectors to create rankings. This result list is transferred to a semantic feature space that allows rule-based re-rankings. The core contribution of this work is a re-ranking algorithm for generating explanations. Our re-ranking improves retrieval performance (MAP) when compared with a base ranker, a random baseline, and recent CBIR baseline rankers on PASCAL VOC data. We evaluate XAI focused aspects of user trust in an eye-tracker based user study, we find that explanations supported users in the search process and understanding the notion of similarity.";"direct";"X-Vision: Explainable Image Retrieval by Re-Ranking in Semantic Space";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26";"students (NA)";"SS,SC"
NA;2021;"CSR '21: The 1st International Workshop on Causality in Search and Recommendation";"We present an explainable document search system (ExDocS), based on a re-ranking approach, that uses textual and visual explanations to explain document rankings to non-expert users. ExDocS attempts to answer questions such as łWhy is document X ranked at Y for a given query? ž, łHow do we compare multiple documents to understand their relative rankings? ž. The contribution of this work is on re-ranking methods based on various interpretable facets of evidence such as term statistics, contextual words, and citation-based popularity. Contribution from the user interface perspective consists of providing intuitive accessible explanations such as: łdocument X is at rank Y because of matches found like Zž along with visual elements designed to compare the evidence and thereby explain the rankings. The quality of our re-ranking approach is evaluated on benchmark data sets in an ad-hoc retrieval setting. Due to the absence of ground truth of explanations, we evaluate the aspects of interpretability and completeness of explanations in a user study. ExDocS is compared with a recent baseline-explainable search system (EXS), that uses a popular posthoc explanation method called LIME. In line with the łno free lunchž theorem, we find statistically significant results showing that ExDocS provides an explanation for rankings that are understandable and complete but the explanation comes at the cost of a drop in ranking quality.";"direct";"ExDocS: Evidence based Explainable Document Search";"Understanding";"Subjective";"Low";TRUE;FALSE;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;"2021 and after";"32";"domain experts (IT professionals)";"SS"
"10.1145/3411764.3445315";2021;"CHI '21: Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems";"With machine learning models being increasingly used to aid decision making even in high-stakes domains, there has been a growing interest in developing interpretable models. Although many supposedly interpretable models have been proposed, there have been relatively few experimental studies investigating whether these models achieve their intended effects, such as making people more closely follow a model’s predictions when it is beneficial for them to do so or enabling them to detect when a model has made a mistake. We present a sequence of pre-registered experiments (N = 3, 800) in which we showed participants functionally identical models that varied only in two factors commonly thought to make machine learning models more or less interpretable: the number of features and the transparency of the model (i.e., whether the model internals are clear or black box). Predictably, participants who saw a clear model with few features could better simulate the model’s predictions. However, we did not find that participants more closely followed its predictions. Furthermore, showing participants a clear model meant that they were less able to detect and correct for the model’s sizable mistakes, seemingly due to information overload. These counterintuitive findings emphasize the importance of testing over intuition when developing interpretable models.";"indirect";"Manipulating and Measuring Model Interpretability";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1250";"crowdsourcing (AMT)";"FS,SS"
"10.1145/1111449.1111475";2006;"IUI '06: Proceedings of the 11th international conference on Intelligent user interfaces";"Based on our recent work on the development of a trust model for recommender agents and a qualitative survey, we explore the potential of building users' trust with explanation interfaces. We present the major results from the survey, which provided a roadmap identifying the most promising areas for investigating design issues for trust-inducing interfaces. We then describe a set of general principles derived from an in-depth examination of various design dimensions for constructing explanation interfaces, which most contribute to trust formation. We present results of a significant-scale user study, which indicate that the organization-based explanation is highly effective in building users' trust in the recommendation interface, with the benefit of increasing users' intention to return to the agent and save cognitive effort.";"indirect";"Trust building with explanation interfaces";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"72";"not stated (NA)";"SS,SC"
NA;2019;"ACMIUI-WS '19: Joint Proceedings of the ACM IUI 2019 Workshops co-located with the 24th ACM Conference on Intelligent User Interfaces (ACM IUI 2019)";"This work is the first step towards understanding when and if it is necessary for an Intelligent Tutoring System (ITS) to explain its underlying user modeling techniques to students. We conduct an initial pilot study to explore student attitudes towards incorporating explanations to an ITS, by asking participants for suggestions on the type of explanations, if any, that they would like to see. Our results indicate an overall positive sentiment towards wanting explanation and suggest a few design directions for incorporating explanation into an existing ITS.";"direct";"Exploring the Need for Explainable Artificial Intelligence (XAI) in Intelligent Tutoring Systems (ITS)";"Desiderata";"Subjective";"Med";FALSE;FALSE;NA;NA;TRUE;FALSE;FALSE;NA;FALSE;"up to 2020";"9";"students (NA)";"SS"
